"audience_group","stimulus_file","condition","target_v","target_a","persona_sd_v","persona_sd_a","perceived_v","perceived_a","alignment_distance","respondents"
"OCEAN audience","B06_run1_opt.wav","optimised",-0.233,0.121,0.108672700455877,0.188653857044529,-0.0911458333333333,0.265625,0.319920193635141,32
"OCEAN audience","B06_run2_nonopt.wav","non_optimised",-0.233,0.121,0.110872840399943,0.0409891147364971,-0.0989583333333333,-0.0104166666666667,0.224638762598002,32
"OCEAN audience","B06_run2_opt.wav","optimised",-0.233,0.121,0.114445787435138,0.106755465390213,-0.106770833333333,0.598958333333333,0.516535062777439,32
"OCEAN audience","B07_run0_nonopt.wav","non_optimised",-0.14,0.215,0.108833625615047,0.0429082489917873,-0.0989583333333333,0.0130208333333333,0.245185585450306,32
"OCEAN audience","B07_run0_opt.wav","optimised",-0.14,0.215,0.110872840399943,0.0921115791350506,-0.109375,0.828125,0.62821600020329,32
"OCEAN audience","B07_run1_nonopt.wav","non_optimised",-0.14,0.215,0.0957997252897491,0.228707996515756,-0.0807291666666667,0.40625,0.323325199735052,32
"OCEAN audience","B07_run1_opt.wav","optimised",-0.14,0.215,0.107799553466601,0.128070487354358,-0.078125,0.5546875,0.377286096233049,32
"OCEAN audience","B07_run2_nonopt.wav","non_optimised",-0.14,0.215,0.109857964669994,0.0790215137894552,-0.0885416666666667,0.0364583333333333,0.232845280841741,32
"OCEAN audience","B07_run2_opt.wav","optimised",-0.14,0.215,0.105302942396779,0.0812491384018282,-0.0729166666666667,0.0182291666666667,0.248570122834907,32
"OCEAN audience","B08_run0_nonopt.wav","non_optimised",-0.202,0.161,0.107799553466601,0.107637082306495,-0.0885416666666667,0.0494791666666667,0.223024837524473,32
"OCEAN audience","B08_run0_opt.wav","optimised",-0.202,0.161,0.0940296009787081,0.155182283842705,-0.0651041666666667,0.135416666666667,0.25187741313359,32
"OCEAN audience","B08_run1_nonopt.wav","non_optimised",-0.202,0.161,0.0351009807989263,0.0246787150900249,-0.0104166666666667,0.0078125,0.253069446950282,32
"OCEAN audience","B08_run1_opt.wav","optimised",-0.202,0.161,0.109985336266015,0.182005824279567,-0.145833333333333,-0.046875,0.313016343099178,32
"OCEAN audience","B08_run2_nonopt.wav","non_optimised",-0.202,0.161,0.0643215732468216,0.0147313912747197,-0.0234375,0.00260416666666667,0.249453972013931,32
"OCEAN audience","B08_run2_opt.wav","optimised",-0.202,0.161,0.104636039283059,0.1192388776626,-0.0989583333333333,0.0651041666666667,0.23324333945841,32
"OCEAN audience","B09_run0_nonopt.wav","non_optimised",-0.171,-0.267,0.0992805661968784,0.0395107568947276,-0.0625,0.00260416666666667,0.310934116367842,32
"OCEAN audience","B09_run0_opt.wav","optimised",-0.171,-0.267,0.107409209806489,0.0858164979835747,-0.135416666666667,-0.0260416666666667,0.278490087019155,32
"OCEAN audience","B09_run1_nonopt.wav","non_optimised",-0.171,-0.267,0.101373851194937,0.0333627222594191,-0.078125,0.00260416666666667,0.308520205889343,32
"OCEAN audience","B09_run1_opt.wav","optimised",-0.171,-0.267,0.0528505322909889,0.0470334091583943,-0.0234375,-0.00520833333333333,0.314572566314142,32
"OCEAN audience","B09_run2_nonopt.wav","non_optimised",-0.171,-0.267,0.100923990615316,0.049001568075268,-0.0651041666666667,0.0078125,0.315626774236078,32
"OCEAN audience","B09_run2_opt.wav","optimised",-0.171,-0.267,0.115662682758078,0.0832913200544677,-0.1328125,0.00260416666666667,0.30398195108025,32
"OCEAN audience","B10_run0_nonopt.wav","non_optimised",-0.233,-0.17,0.108930066595969,0.0731323614681408,-0.0859375,-0.0364583333333333,0.236690934178922,32
"OCEAN audience","B10_run0_opt.wav","optimised",-0.233,-0.17,0.117851130197758,0.0898026510133875,-0.104166666666667,0,0.2571253913515,32
"OCEAN audience","B10_run1_nonopt.wav","non_optimised",-0.233,-0.17,0.102575208442863,0.0922634532351103,-0.0807291666666667,-0.0625,0.233178233010236,32
"OCEAN audience","B10_run1_opt.wav","optimised",-0.233,-0.17,0.109857964669994,0.180848260124238,-0.130208333333333,0.0833333333333333,0.333387102268141,32
"OCEAN audience","B10_run2_nonopt.wav","non_optimised",-0.233,-0.17,0.103931185446158,0.0922634532351103,-0.0963541666666667,-0.0625,0.22603248086532,32
"OCEAN audience","B10_run2_opt.wav","optimised",-0.233,-0.17,0.105833439166825,0.13122919702009,-0.145833333333333,0.151041666666667,0.369410347214613,32
"OCEAN audience","B11_run0_nonopt.wav","non_optimised",-0.124,-0.365,0.109985336266015,0.0922255081571184,-0.104166666666667,-0.0390625,0.35262255955843,32
"OCEAN audience","B11_run0_opt.wav","optimised",-0.124,-0.365,0.0872724896814405,0.0537046049032447,-0.0416666666666667,-0.015625,0.372667985522708,32
"OCEAN audience","B11_run1_nonopt.wav","non_optimised",-0.124,-0.365,0.102575208442863,0.0478450259209496,-0.0859375,-0.0130208333333333,0.375028001796843,32
"OCEAN audience","B11_run1_opt.wav","optimised",-0.124,-0.365,0.0518475847365213,0.0429082489917873,-0.0208333333333333,0.0130208333333333,0.398132548204224,32
"OCEAN audience","B11_run2_nonopt.wav","non_optimised",-0.124,-0.365,0.105701064581978,0.0495697211820332,-0.078125,-0.00260416666666667,0.384795647421949,32
"OCEAN audience","B11_run2_opt.wav","optimised",-0.124,-0.365,0.117106266647742,0.108833625615047,-0.138020833333333,-0.109375,0.298991873877036,32
"OCEAN audience","B12_run0_nonopt.wav","non_optimised",-0.187,-0.292,0.109474960722028,0.114200852349794,-0.135416666666667,-0.0130208333333333,0.321886607346162,32
"OCEAN audience","B12_run0_opt.wav","optimised",-0.187,-0.292,0.115177467476659,0.131761569173682,-0.138020833333333,-0.0104166666666667,0.319472995683367,32
"OCEAN audience","B12_run1_nonopt.wav","non_optimised",-0.187,-0.292,0.115904528673495,0.0894511715785444,-0.127604166666667,-0.0494791666666667,0.284584350559738,32
"OCEAN audience","B12_run1_opt.wav","optimised",-0.187,-0.292,0.109953507199724,0.0858164979835747,-0.122395833333333,-0.0260416666666667,0.304389084839893,32
"OCEAN audience","B12_run2_nonopt.wav","non_optimised",-0.187,-0.292,0.109474960722028,0.12055260307238,-0.135416666666667,-0.0260416666666667,0.302675707169814,32
"OCEAN audience","B12_run2_opt.wav","optimised",-0.187,-0.292,0.110872840399943,0.108833625615047,-0.140625,-0.015625,0.310966901665484,32
"OCEAN audience","B13_run0_nonopt.wav","non_optimised",0.172,-0.267,0.0946603057078441,0.04090363160959,-0.0625,0.0182291666666667,0.375296256246166,32
"OCEAN audience","B13_run0_opt.wav","optimised",0.172,-0.267,0.146240790231722,0.103390928711299,0.0182291666666667,0.700520833333333,0.992448593599016,32
"OCEAN audience","B13_run1_nonopt.wav","non_optimised",0.172,-0.267,0.0913100958391269,0.111502447053528,-0.0546875,0.0520833333333333,0.394806415668273,32
"OCEAN audience","B13_run1_opt.wav","optimised",0.172,-0.267,0.0728926611790476,0.148826803912212,-0.0338541666666667,0.0989583333333333,0.423330424869477,32
"OCEAN audience","B13_run2_nonopt.wav","non_optimised",0.172,-0.267,0.11398610240384,0.0906946880125388,-0.145833333333333,-0.0911458333333333,0.394846581284236,32
"OCEAN audience","B13_run2_opt.wav","optimised",0.172,-0.267,0.108930066595969,0.208450907683268,-0.0859375,0.2890625,0.618834942406237,32
"OCEAN audience","B14_run0_nonopt.wav","non_optimised",0.234,-0.17,0.0946233218010964,0.266783723468144,-0.0442708333333333,0.283854166666667,0.552388576012868,32
"OCEAN audience","B14_run0_opt.wav","optimised",0.234,-0.17,0.125111957030952,0.275357681204949,-0.130208333333333,0.2734375,0.590852906865655,32
"OCEAN audience","B14_run1_nonopt.wav","non_optimised",0.234,-0.17,0.0763175783149376,0.0614836721047456,-0.0416666666666667,0.0260416666666667,0.340444970304642,32
"OCEAN audience","B14_run1_opt.wav","optimised",0.234,-0.17,0.089176840943002,0.0614836721047456,-0.0520833333333333,0.015625,0.346034862291466,32
"OCEAN audience","B14_run2_nonopt.wav","non_optimised",0.234,-0.17,0.102575208442863,0.258683750371169,-0.1640625,0.158854166666667,0.578869084092923,32
"OCEAN audience","B14_run2_opt.wav","optimised",0.234,-0.17,0.150324469852912,0.133765261414503,0.015625,0.619791666666667,0.83595370083568,32
"OCEAN audience","B15_run0_nonopt.wav","non_optimised",0.125,-0.365,0.0441941738241592,0,-0.0078125,0,0.390107583192991,32
"OCEAN audience","B15_run0_opt.wav","optimised",0.125,-0.365,0.115420330092087,0.118532270684183,-0.1015625,0.0755208333333333,0.501976636169639,32
"OCEAN audience","B15_run1_nonopt.wav","non_optimised",0.125,-0.365,0.112875220541031,0.0898026510133875,-0.140625,-0.0833333333333333,0.419951851496753,32
"OCEAN audience","B15_run1_opt.wav","optimised",0.125,-0.365,0.0387955709606764,0.0549289823349971,-0.0078125,0.0182291666666667,0.407351923482083,32
"OCEAN audience","B15_run2_nonopt.wav","non_optimised",0.125,-0.365,0.112875220541031,0.0981102239291427,-0.151041666666667,-0.0807291666666667,0.427790495163499,32
"OCEAN audience","B15_run2_opt.wav","optimised",0.125,-0.365,0.0883883476483184,0.115813895638386,-0.0677083333333333,0.0885416666666667,0.496861505749183,32
"OCEAN audience","B16_run0_nonopt.wav","non_optimised",0.187,-0.292,0.105701064581978,0.338242992732468,-0.0885416666666667,0.2578125,0.632060691767115,32
"OCEAN audience","B16_run0_opt.wav","optimised",0.187,-0.292,0.106853782033052,0.162735045065509,-0.0859375,0.0963541666666667,0.48028530867534,32
"OCEAN audience","B16_run1_nonopt.wav","non_optimised",0.187,-0.292,0.110967509129642,0.308815646453711,-0.0859375,0.299479166666667,0.666694455230318,32
"OCEAN audience","B16_run1_opt.wav","optimised",0.187,-0.292,0.0660929615760443,0.171612601100941,-0.03125,0.184895833333333,0.530721772557957,32
"OCEAN audience","B16_run2_nonopt.wav","non_optimised",0.187,-0.292,0.105701064581978,0.313137790018443,-0.0885416666666667,0.299479166666667,0.66408478419485,32
"OCEAN audience","B16_run2_opt.wav","optimised",0.187,-0.292,0.105833439166825,0.213100695357869,-0.0625,0.341145833333333,0.688814584428642,32
