"audience_group","respondent_id","stimulus_file","condition","target_v","target_a","perceived_v","perceived_a","alignment_distance","repetitions"
"OCEAN audience","P07","B10_run0_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P07","B10_run1_nonopt.wav","non_optimised",-0.134,-0.122,0.333333333333333,0.333333333333333,0.652517134233037,3
"OCEAN audience","P07","B10_run1_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P07","B10_run2_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P07","B10_run2_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P07","B11_run0_nonopt.wav","non_optimised",-0.071,-0.261,0.333333333333333,0.333333333333333,0.724428264025179,3
"OCEAN audience","P07","B11_run0_opt.wav","optimised",-0.071,-0.261,-0.25,0.333333333333333,0.720300056717952,3
"OCEAN audience","P07","B11_run1_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P07","B11_run1_opt.wav","optimised",-0.071,-0.261,-0.333333333333333,0,0.424933147249975,3
"OCEAN audience","P07","B11_run2_nonopt.wav","non_optimised",-0.071,-0.261,0.166666666666667,0.166666666666667,0.497456507028707,3
"OCEAN audience","P07","B11_run2_opt.wav","optimised",-0.071,-0.261,0.166666666666667,0.166666666666667,0.497456507028707,3
"OCEAN audience","P07","B12_run0_nonopt.wav","non_optimised",-0.107,-0.208,-0.166666666666667,0,0.304155167745283,3
"OCEAN audience","P07","B12_run0_opt.wav","optimised",-0.107,-0.208,-0.166666666666667,0,0.304155167745283,3
"OCEAN audience","P07","B12_run1_nonopt.wav","non_optimised",-0.107,-0.208,0.0833333333333333,0,0.293663500195484,3
"OCEAN audience","P07","B12_run1_opt.wav","optimised",-0.107,-0.208,-0.166666666666667,0,0.304155167745283,3
"OCEAN audience","P07","B12_run2_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P07","B12_run2_opt.wav","optimised",-0.107,-0.208,-0.333333333333333,0,0.374402233877988,3
"OCEAN audience","P07","B13_run0_nonopt.wav","non_optimised",0.075,-0.191,-0.166666666666667,0,0.33876255384079,3
"OCEAN audience","P07","B13_run0_opt.wav","optimised",0.075,-0.191,0,0,0.205197465871292,3
"OCEAN audience","P07","B13_run1_nonopt.wav","non_optimised",0.075,-0.191,0.333333333333333,0.333333333333333,0.609224039662032,3
"OCEAN audience","P07","B13_run1_opt.wav","optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P07","B13_run2_nonopt.wav","non_optimised",0.075,-0.191,0.333333333333333,0.333333333333333,0.609224039662032,3
"OCEAN audience","P07","B13_run2_opt.wav","optimised",0.075,-0.191,0.333333333333333,0.333333333333333,0.609224039662032,3
"OCEAN audience","P07","B14_run0_nonopt.wav","non_optimised",0.102,-0.122,0.333333333333333,0.333333333333333,0.545298127326507,3
"OCEAN audience","P07","B14_run0_opt.wav","optimised",0.102,-0.122,0.5,1,1.19049905501852,3
"OCEAN audience","P07","B14_run1_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P07","B14_run1_opt.wav","optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P07","B14_run2_nonopt.wav","non_optimised",0.102,-0.122,0.333333333333333,0.333333333333333,0.545298127326507,3
"OCEAN audience","P07","B14_run2_opt.wav","optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P07","B15_run0_nonopt.wav","non_optimised",0.054,-0.261,0,0,0.266527672109295,3
"OCEAN audience","P07","B15_run0_opt.wav","optimised",0.054,-0.261,-0.166666666666667,0.166666666666667,0.491450242750206,3
"OCEAN audience","P07","B15_run1_nonopt.wav","non_optimised",0.054,-0.261,0.5,0.5,0.88206405663081,3
"OCEAN audience","P07","B15_run1_opt.wav","optimised",0.054,-0.261,0.5,1,1.33754887761158,3
"OCEAN audience","P07","B15_run2_nonopt.wav","non_optimised",0.054,-0.261,-0.166666666666667,0,0.381819329847576,3
"OCEAN audience","P07","B15_run2_opt.wav","optimised",0.054,-0.261,0.5,1,1.33754887761158,3
"OCEAN audience","P07","B16_run0_nonopt.wav","non_optimised",0.082,-0.208,0.166666666666667,0.166666666666667,0.423114940231912,3
"OCEAN audience","P07","B16_run0_opt.wav","optimised",0.082,-0.208,0,0,0.223579963324087,3
"OCEAN audience","P07","B16_run1_nonopt.wav","non_optimised",0.082,-0.208,0.166666666666667,0.166666666666667,0.423114940231912,3
"OCEAN audience","P07","B16_run1_opt.wav","optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P07","B16_run2_nonopt.wav","non_optimised",0.082,-0.208,0.333333333333333,0.333333333333333,0.622649917139737,3
"OCEAN audience","P07","B16_run2_opt.wav","optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P08","B01_run0_nonopt.wav","non_optimised",0.075,0.08,0.166666666666667,0.833333333333333,0.814539898636016,3
"OCEAN audience","P08","B01_run0_opt.wav","optimised",0.075,0.08,0.666666666666667,0.666666666666667,0.833216060772617,3
"OCEAN audience","P08","B01_run1_nonopt.wav","non_optimised",0.075,0.08,0.333333333333333,0.666666666666667,0.706027794403288,3
"OCEAN audience","P08","B01_run1_opt.wav","optimised",0.075,0.08,0.5,0.5,0.597515690170559,3
"OCEAN audience","P08","B01_run2_nonopt.wav","non_optimised",0.075,0.08,0.5,0.666666666666667,0.736151266556929,3
"OCEAN audience","P08","B01_run2_opt.wav","optimised",0.075,0.08,0.5,0.5,0.597515690170559,3
"OCEAN audience","P08","B02_run0_nonopt.wav","non_optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P08","B02_run0_opt.wav","optimised",0.102,0.056,0.833333333333333,0.833333333333333,1.06735509842929,3
"OCEAN audience","P08","B02_run1_nonopt.wav","non_optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P08","B02_run1_opt.wav","optimised",0.102,0.056,0.833333333333333,1,1.21008804671696,3
"OCEAN audience","P08","B02_run2_nonopt.wav","non_optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P08","B02_run2_opt.wav","optimised",0.102,0.056,0.666666666666667,1,1.11727932085368,3
"OCEAN audience","P08","B03_run0_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P08","B03_run0_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P08","B03_run1_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P08","B03_run1_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P08","B03_run2_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P08","B03_run2_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P08","B04_run0_nonopt.wav","non_optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P08","B04_run0_opt.wav","optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P08","B04_run1_nonopt.wav","non_optimised",0.089,0.074,0.5,0.5,0.591943409457357,3
"OCEAN audience","P08","B04_run1_opt.wav","optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P08","B04_run2_nonopt.wav","non_optimised",0.089,0.074,0.5,0.5,0.591943409457357,3
"OCEAN audience","P08","B04_run2_opt.wav","optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P08","B05_run0_nonopt.wav","non_optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P08","B05_run0_opt.wav","optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P08","B05_run1_nonopt.wav","non_optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P08","B05_run1_opt.wav","optimised",-0.098,0.08,0.333333333333333,0.666666666666667,0.795572129498161,3
"OCEAN audience","P08","B05_run2_nonopt.wav","non_optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P08","B05_run2_opt.wav","optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P08","B06_run0_nonopt.wav","non_optimised",-0.134,0.056,0.166666666666667,0.166666666666667,0.354824012427472,3
"OCEAN audience","P08","B06_run0_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P08","B06_run1_nonopt.wav","non_optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P08","B06_run1_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P08","B06_run2_nonopt.wav","non_optimised",-0.134,0.056,0.5,0.5,0.774010335848301,3
"OCEAN audience","P08","B06_run2_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P08","B07_run0_nonopt.wav","non_optimised",-0.08,0.099,0.5,0.5,0.705124811646846,3
"OCEAN audience","P08","B07_run0_opt.wav","optimised",-0.08,0.099,0.5,0.5,0.705124811646846,3
"OCEAN audience","P08","B07_run1_nonopt.wav","non_optimised",-0.08,0.099,0.5,0.5,0.705124811646846,3
"OCEAN audience","P08","B07_run1_opt.wav","optimised",-0.08,0.099,0.5,0.5,0.705124811646846,3
"OCEAN audience","P08","B07_run2_nonopt.wav","non_optimised",-0.08,0.099,0.5,0.666666666666667,0.82726367879971,3
"OCEAN audience","P08","B07_run2_opt.wav","optimised",-0.08,0.099,0.833333333333333,1,1.29483736161104,3
"OCEAN audience","P08","B08_run0_nonopt.wav","non_optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P08","B08_run0_opt.wav","optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P08","B08_run1_nonopt.wav","non_optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P08","B08_run1_opt.wav","optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P08","B08_run2_nonopt.wav","non_optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P08","B08_run2_opt.wav","optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P08","B09_run0_nonopt.wav","non_optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P08","B09_run0_opt.wav","optimised",-0.098,-0.191,0,0,0.214674171711457,3
"OCEAN audience","P08","B09_run1_nonopt.wav","non_optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P08","B09_run1_opt.wav","optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P08","B09_run2_nonopt.wav","non_optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P08","B09_run2_opt.wav","optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P08","B10_run0_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P08","B10_run0_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P08","B10_run1_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P08","B10_run1_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P08","B10_run2_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P08","B10_run2_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P08","B11_run0_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P08","B11_run0_opt.wav","optimised",-0.071,-0.261,0,0,0.270484750032234,3
"OCEAN audience","P08","B11_run1_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P08","B11_run1_opt.wav","optimised",-0.071,-0.261,0,0,0.270484750032234,3
"OCEAN audience","P08","B11_run2_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P08","B11_run2_opt.wav","optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P08","B12_run0_nonopt.wav","non_optimised",-0.107,-0.208,0.166666666666667,0.166666666666667,0.466800082565048,3
"OCEAN audience","P08","B12_run0_opt.wav","optimised",-0.107,-0.208,0.166666666666667,0.166666666666667,0.466800082565048,3
"OCEAN audience","P08","B12_run1_nonopt.wav","non_optimised",-0.107,-0.208,0.166666666666667,0.166666666666667,0.466800082565048,3
"OCEAN audience","P08","B12_run1_opt.wav","optimised",-0.107,-0.208,0.333333333333333,0.333333333333333,0.699692063517518,3
"OCEAN audience","P08","B12_run2_nonopt.wav","non_optimised",-0.107,-0.208,0.166666666666667,0.166666666666667,0.466800082565048,3
"OCEAN audience","P08","B12_run2_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P08","B13_run0_nonopt.wav","non_optimised",0.075,-0.191,0.333333333333333,0.333333333333333,0.609224039662032,3
"OCEAN audience","P08","B13_run0_opt.wav","optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P08","B13_run1_nonopt.wav","non_optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P08","B13_run1_opt.wav","optimised",0.075,-0.191,0.666666666666667,0.666666666666667,1.04349619292665,3
"OCEAN audience","P08","B13_run2_nonopt.wav","non_optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P08","B13_run2_opt.wav","optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P08","B14_run0_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P08","B14_run0_opt.wav","optimised",0.102,-0.122,0.833333333333333,1,1.35490701223444,3
"OCEAN audience","P08","B14_run1_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P08","B14_run1_opt.wav","optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P08","B14_run2_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P08","B14_run2_opt.wav","optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P08","B15_run0_nonopt.wav","non_optimised",0.054,-0.261,0.166666666666667,0.166666666666667,0.4717064669498,3
"OCEAN audience","P08","B15_run0_opt.wav","optimised",0.054,-0.261,0,0.666666666666667,0.930279687786794,3
"OCEAN audience","P08","B15_run1_nonopt.wav","non_optimised",0.054,-0.261,0.5,0.5,0.88206405663081,3
"OCEAN audience","P08","B15_run1_opt.wav","optimised",0.054,-0.261,0.833333333333333,1,1.49678296766195,3
"OCEAN audience","P08","B15_run2_nonopt.wav","non_optimised",0.054,-0.261,0,0,0.266527672109295,3
"OCEAN audience","P08","B15_run2_opt.wav","optimised",0.054,-0.261,0.833333333333333,1,1.49678296766195,3
"OCEAN audience","P08","B16_run0_nonopt.wav","non_optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P08","B16_run0_opt.wav","optimised",0.082,-0.208,0.166666666666667,0.166666666666667,0.423114940231912,3
"OCEAN audience","P08","B16_run1_nonopt.wav","non_optimised",0.082,-0.208,0.333333333333333,0.333333333333333,0.622649917139737,3
"OCEAN audience","P08","B16_run1_opt.wav","optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P08","B16_run2_nonopt.wav","non_optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P08","B16_run2_opt.wav","optimised",0.082,-0.208,0.666666666666667,0.666666666666667,1.05386671984285,3
"OCEAN audience","P09","B01_run0_nonopt.wav","non_optimised",0.075,0.08,0.5,0.5,0.597515690170559,3
"OCEAN audience","P09","B01_run0_opt.wav","optimised",0.075,0.08,0.5,0.5,0.597515690170559,3
"OCEAN audience","P09","B01_run1_nonopt.wav","non_optimised",0.075,0.08,0.25,0.666666666666667,0.658522564346435,3
"OCEAN audience","P09","B01_run1_opt.wav","optimised",0.075,0.08,0.5,0.5,0.597515690170559,3
"OCEAN audience","P09","B01_run2_nonopt.wav","non_optimised",0.075,0.08,0.333333333333333,1,0.983298947176028,3
"OCEAN audience","P09","B01_run2_opt.wav","optimised",0.075,0.08,0.5,0.5,0.597515690170559,3
"OCEAN audience","P09","B02_run0_nonopt.wav","non_optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P09","B02_run0_opt.wav","optimised",0.102,0.056,0.666666666666667,0.833333333333333,0.974546372566017,3
"OCEAN audience","P09","B02_run1_nonopt.wav","non_optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P09","B02_run1_opt.wav","optimised",0.102,0.056,0.666666666666667,0.833333333333333,0.974546372566017,3
"OCEAN audience","P09","B02_run2_nonopt.wav","non_optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P09","B02_run2_opt.wav","optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P09","B03_run0_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P09","B03_run0_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P09","B03_run1_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P09","B03_run1_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P09","B03_run2_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P09","B03_run2_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P09","B04_run0_nonopt.wav","non_optimised",0.089,0.074,0.833333333333333,1,1.20370315049161,3
"OCEAN audience","P09","B04_run0_opt.wav","optimised",0.089,0.074,0.5,1,1.01311253076842,3
"OCEAN audience","P09","B04_run1_nonopt.wav","non_optimised",0.089,0.074,0.5,0.5,0.591943409457357,3
"OCEAN audience","P09","B04_run1_opt.wav","optimised",0.089,0.074,0.666666666666667,1,1.10840784063002,3
"OCEAN audience","P09","B04_run2_nonopt.wav","non_optimised",0.089,0.074,0.5,0.5,0.591943409457357,3
"OCEAN audience","P09","B04_run2_opt.wav","optimised",0.089,0.074,0.5,1,1.01311253076842,3
"OCEAN audience","P09","B05_run0_nonopt.wav","non_optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P09","B05_run0_opt.wav","optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P09","B05_run1_nonopt.wav","non_optimised",-0.098,0.08,0.166666666666667,0.833333333333333,0.860388485840886,3
"OCEAN audience","P09","B05_run1_opt.wav","optimised",-0.098,0.08,0,1,0.925204842183611,3
"OCEAN audience","P09","B05_run2_nonopt.wav","non_optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P09","B05_run2_opt.wav","optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P09","B06_run0_nonopt.wav","non_optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P09","B06_run0_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P09","B06_run1_nonopt.wav","non_optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P09","B06_run1_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P09","B06_run2_nonopt.wav","non_optimised",-0.134,0.056,0.5,0.5,0.774010335848301,3
"OCEAN audience","P09","B06_run2_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P09","B07_run0_nonopt.wav","non_optimised",-0.08,0.099,0.166666666666667,0.166666666666667,0.319897036498258,3
"OCEAN audience","P09","B07_run0_opt.wav","optimised",-0.08,0.099,0.5,0.5,0.705124811646846,3
"OCEAN audience","P09","B07_run1_nonopt.wav","non_optimised",-0.08,0.099,0.5,0.5,0.705124811646846,3
"OCEAN audience","P09","B07_run1_opt.wav","optimised",-0.08,0.099,0.5,0.5,0.705124811646846,3
"OCEAN audience","P09","B07_run2_nonopt.wav","non_optimised",-0.08,0.099,0.5,1,1.07154141310544,3
"OCEAN audience","P09","B07_run2_opt.wav","optimised",-0.08,0.099,0.666666666666667,1,1.18318938735824,3
"OCEAN audience","P09","B08_run0_nonopt.wav","non_optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P09","B08_run0_opt.wav","optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P09","B08_run1_nonopt.wav","non_optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P09","B08_run1_opt.wav","optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P09","B08_run2_nonopt.wav","non_optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P09","B08_run2_opt.wav","optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P09","B09_run0_nonopt.wav","non_optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P09","B09_run0_opt.wav","optimised",-0.098,-0.191,0,0,0.214674171711457,3
"OCEAN audience","P09","B09_run1_nonopt.wav","non_optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P09","B09_run1_opt.wav","optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P09","B09_run2_nonopt.wav","non_optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P09","B09_run2_opt.wav","optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P09","B10_run0_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P09","B10_run0_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P09","B10_run1_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P09","B10_run1_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P09","B10_run2_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P09","B10_run2_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P09","B11_run0_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P09","B11_run0_opt.wav","optimised",-0.071,-0.261,0.166666666666667,0.833333333333333,1.15913149288537,3
"OCEAN audience","P09","B11_run1_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P09","B11_run1_opt.wav","optimised",-0.071,-0.261,0,0,0.270484750032234,3
"OCEAN audience","P09","B11_run2_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P09","B11_run2_opt.wav","optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P09","B12_run0_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P09","B12_run0_opt.wav","optimised",-0.107,-0.208,0,0.166666666666667,0.39461866886269,3
"OCEAN audience","P09","B12_run1_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P09","B12_run1_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P09","B12_run2_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P09","B12_run2_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P09","B13_run0_nonopt.wav","non_optimised",0.075,-0.191,0,0,0.205197465871292,3
"OCEAN audience","P09","B13_run0_opt.wav","optimised",0.075,-0.191,0.333333333333333,0.333333333333333,0.609224039662032,3
"OCEAN audience","P09","B13_run1_nonopt.wav","non_optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P09","B13_run1_opt.wav","optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P09","B13_run2_nonopt.wav","non_optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P09","B13_run2_opt.wav","optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P09","B14_run0_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P09","B14_run0_opt.wav","optimised",0.102,-0.122,0.5,1,1.19049905501852,3
"OCEAN audience","P09","B14_run1_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P09","B14_run1_opt.wav","optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P09","B14_run2_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P09","B14_run2_opt.wav","optimised",0.102,-0.122,0.5,1,1.19049905501852,3
"OCEAN audience","P09","B15_run0_nonopt.wav","non_optimised",0.054,-0.261,0.166666666666667,0.166666666666667,0.4717064669498,3
"OCEAN audience","P09","B15_run0_opt.wav","optimised",0.054,-0.261,0.166666666666667,0.833333333333333,1.1354584826273,3
"OCEAN audience","P09","B15_run1_nonopt.wav","non_optimised",0.054,-0.261,0.5,0.5,0.88206405663081,3
"OCEAN audience","P09","B15_run1_opt.wav","optimised",0.054,-0.261,1,1,1.57640001268714,3
"OCEAN audience","P09","B15_run2_nonopt.wav","non_optimised",0.054,-0.261,0,0,0.266527672109295,3
"OCEAN audience","P09","B15_run2_opt.wav","optimised",0.054,-0.261,0.5,1,1.33754887761158,3
"OCEAN audience","P09","B16_run0_nonopt.wav","non_optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P09","B16_run0_opt.wav","optimised",0.082,-0.208,0.333333333333333,0.5,0.785700852363543,3
"OCEAN audience","P09","B16_run1_nonopt.wav","non_optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P09","B16_run1_opt.wav","optimised",0.082,-0.208,0.666666666666667,0.666666666666667,1.05386671984285,3
"OCEAN audience","P09","B16_run2_nonopt.wav","non_optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P09","B16_run2_opt.wav","optimised",0.082,-0.208,0.5,1,1.27827540068641,3
"OCEAN audience","P10","B01_run0_nonopt.wav","non_optimised",0.075,0.08,0.5,1,1.01342241932967,3
"OCEAN audience","P10","B01_run0_opt.wav","optimised",0.075,0.08,1,1,1.30461680197673,3
"OCEAN audience","P10","B01_run1_nonopt.wav","non_optimised",0.075,0.08,0.5,1,1.01342241932967,3
"OCEAN audience","P10","B01_run1_opt.wav","optimised",0.075,0.08,1,1,1.30461680197673,3
"OCEAN audience","P10","B01_run2_nonopt.wav","non_optimised",0.075,0.08,0.5,1,1.01342241932967,3
"OCEAN audience","P10","B01_run2_opt.wav","optimised",0.075,0.08,1,1,1.30461680197673,3
"OCEAN audience","P10","B02_run0_nonopt.wav","non_optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P10","B02_run0_opt.wav","optimised",0.102,0.056,1,1,1.30289677258024,3
